match_id,blue_team_full_name,red_team_full_name,win,start_time,gamelength,game,league,year
ESPORTSTMNT06_2829857,Team BDS,Team Whales,blue,2023-10-11 09:03:55+08,1428,1,WLDs,2023
ESPORTSTMNT06_2829862,Team BDS,Team Whales,red,2023-10-11 09:46:26+08,2329,2,WLDs,2023
ESPORTSTMNT06_2829863,Team Whales,Team BDS,blue,2023-10-11 10:47:43+08,2469,3,WLDs,2023
ESPORTSTMNT06_2828898,TALON,LOUD,blue,2023-10-12 07:12:22+08,1976,1,WLDs,2023
ESPORTSTMNT06_2828912,LOUD,TALON,red,2023-10-12 08:06:59+08,1936,2,WLDs,2023
ESPORTSTMNT06_2827908,CTBC Flying Oyster,Team Whales,blue,2023-10-12 09:04:53+08,1808,1,WLDs,2023
ESPORTSTMNT06_2828919,Team Whales,CTBC Flying Oyster,blue,2023-10-12 09:55:53+08,1842,2,WLDs,2023
ESPORTSTMNT06_2827915,CTBC Flying Oyster,Team Whales,red,2023-10-12 10:47:24+08,2192,3,WLDs,2023
ESPORTSTMNT06_2827919,Movistar R7,GAM Esports,red,2023-10-13 07:10:31+08,1582,1,WLDs,2023
ESPORTSTMNT06_2828947,Movistar R7,GAM Esports,red,2023-10-13 07:55:54+08,1872,2,WLDs,2023
ESPORTSTMNT06_2829912,DetonatioN FocusMe,Team BDS,red,2023-10-13 08:52:20+08,1618,1,WLDs,2023
ESPORTSTMNT06_2828951,Team BDS,DetonatioN FocusMe,blue,2023-10-13 09:38:40+08,1709,2,WLDs,2023
ESPORTSTMNT06_2828968,LOUD,GAM Esports,red,2023-10-14 07:12:11+08,2128,1,WLDs,2023
ESPORTSTMNT06_2827957,LOUD,GAM Esports,red,2023-10-14 08:07:55+08,2196,2,WLDs,2023
ESPORTSTMNT06_2829943,CTBC Flying Oyster,Team BDS,red,2023-10-14 09:10:35+08,2548,1,WLDs,2023
ESPORTSTMNT06_2828992,CTBC Flying Oyster,Team BDS,red,2023-10-14 10:14:23+08,1713,2,WLDs,2023
ESPORTSTMNT06_2829978,GAM Esports,Team Whales,blue,2023-10-15 03:11:17+08,1627,1,WLDs,2023
ESPORTSTMNT06_2829990,GAM Esports,Team Whales,red,2023-10-15 03:58:19+08,1650,2,WLDs,2023
ESPORTSTMNT06_2830023,GAM Esports,Team Whales,blue,2023-10-15 04:46:19+08,1967,3,WLDs,2023
ESPORTSTMNT06_2831004,GAM Esports,Team Whales,blue,2023-10-15 05:44:39+08,1652,4,WLDs,2023
ESPORTSTMNT06_2829991,TALON,Team BDS,blue,2023-10-15 06:45:24+08,2068,1,WLDs,2023
ESPORTSTMNT06_2829999,Team BDS,TALON,red,2023-10-15 07:41:09+08,1691,2,WLDs,2023
ESPORTSTMNT06_2831008,Team BDS,TALON,blue,2023-10-15 08:30:03+08,2439,3,WLDs,2023
ESPORTSTMNT06_2830032,TALON,Team BDS,red,2023-10-15 09:32:00+08,1599,4,WLDs,2023
ESPORTSTMNT06_2830000,TALON,Team BDS,red,2023-10-15 10:18:58+08,2634,5,WLDs,2023
ESPORTSTMNT03_3216888,T1,Team Liquid,blue,2023-10-19 05:16:33+08,2188,1,WLDs,2023
ESPORTSTMNT03_3218003,Cloud9,MAD Lions KOI,blue,2023-10-19 06:27:15+08,1859,1,WLDs,2023
ESPORTSTMNT03_3217922,Gen.G,GAM Esports,blue,2023-10-19 07:26:16+08,1355,1,WLDs,2023
ESPORTSTMNT03_3217931,Team BDS,JD Gaming,red,2023-10-19 08:30:33+08,1624,1,WLDs,2023
ESPORTSTMNT03_3216935,G2 Esports,Dplus KIA,blue,2023-10-19 09:25:46+08,2532,1,WLDs,2023
ESPORTSTMNT03_3216952,Weibo Gaming,NRG Kia,blue,2023-10-19 10:39:50+08,1751,1,WLDs,2023
ESPORTSTMNT03_3216971,LNG Esports,Fnatic,blue,2023-10-19 11:36:22+08,1751,1,WLDs,2023
ESPORTSTMNT03_3219025,Bilibili Gaming,KT Rolster,blue,2023-10-19 12:33:49+08,2716,1,WLDs,2023
ESPORTSTMNT03_3220077,NRG Kia,Team Liquid,blue,2023-10-20 05:11:30+08,1898,1,WLDs,2023
ESPORTSTMNT03_3220092,Cloud9,LNG Esports,red,2023-10-20 06:10:17+08,1933,1,WLDs,2023
ESPORTSTMNT03_3219136,MAD Lions KOI,Team BDS,blue,2023-10-20 07:32:53+08,1911,1,WLDs,2023
ESPORTSTMNT03_3220115,Fnatic,GAM Esports,blue,2023-10-20 08:29:39+08,1449,1,WLDs,2023
ESPORTSTMNT03_3220119,Gen.G,T1,blue,2023-10-20 09:21:32+08,1781,1,WLDs,2023
ESPORTSTMNT03_3221117,G2 Esports,Weibo Gaming,blue,2023-10-20 10:16:29+08,2304,1,WLDs,2023
ESPORTSTMNT03_3221130,JD Gaming,Bilibili Gaming,blue,2023-10-20 11:23:33+08,1478,1,WLDs,2023
ESPORTSTMNT03_3220154,Dplus KIA,KT Rolster,red,2023-10-20 12:12:39+08,1921,1,WLDs,2023
ESPORTSTMNT03_3219305,JD Gaming,LNG Esports,blue,2023-10-21 07:11:26+08,1659,1,WLDs,2023
ESPORTSTMNT03_3221271,LNG Esports,JD Gaming,blue,2023-10-21 07:58:13+08,1710,2,WLDs,2023
ESPORTSTMNT03_3219318,JD Gaming,LNG Esports,blue,2023-10-21 08:47:41+08,1595,3,WLDs,2023
ESPORTSTMNT03_3221276,G2 Esports,Gen.G,red,2023-10-21 09:38:23+08,1901,1,WLDs,2023
ESPORTSTMNT03_3219326,G2 Esports,Gen.G,red,2023-10-21 10:28:40+08,1916,2,WLDs,2023
ESPORTSTMNT03_3221373,T1,Cloud9,blue,2023-10-22 07:11:08+08,1345,1,WLDs,2023
ESPORTSTMNT03_3219448,NRG Kia,MAD Lions KOI,blue,2023-10-22 07:58:04+08,2500,1,WLDs,2023
ESPORTSTMNT03_3220442,Bilibili Gaming,Fnatic,blue,2023-10-22 09:08:52+08,1979,1,WLDs,2023
ESPORTSTMNT03_3220452,KT Rolster,Weibo Gaming,blue,2023-10-22 10:06:38+08,2320,1,WLDs,2023
ESPORTSTMNT03_3220521,Team Liquid,GAM Esports,red,2023-10-23 07:12:04+08,1709,1,WLDs,2023
ESPORTSTMNT03_3219546,Team Liquid,GAM Esports,blue,2023-10-23 08:01:39+08,1511,2,WLDs,2023
ESPORTSTMNT03_3221490,GAM Esports,Team Liquid,blue,2023-10-23 08:46:50+08,2076,3,WLDs,2023
ESPORTSTMNT03_3220544,Dplus KIA,Team BDS,blue,2023-10-23 09:51:41+08,1474,1,WLDs,2023
ESPORTSTMNT03_3220561,Team BDS,Dplus KIA,red,2023-10-23 10:36:07+08,1466,2,WLDs,2023
ESPORTSTMNT03_3221871,Cloud9,Fnatic,blue,2023-10-26 07:10:58+08,2419,1,WLDs,2023
ESPORTSTMNT03_3221880,Fnatic,Cloud9,blue,2023-10-26 08:12:12+08,1664,2,WLDs,2023
ESPORTSTMNT03_3220950,Cloud9,Fnatic,red,2023-10-26 08:59:34+08,1940,3,WLDs,2023
ESPORTSTMNT03_3219949,MAD Lions KOI,Weibo Gaming,red,2023-10-26 09:58:42+08,1933,1,WLDs,2023
ESPORTSTMNT03_3220979,MAD Lions KOI,Weibo Gaming,red,2023-10-26 10:55:24+08,1738,2,WLDs,2023
ESPORTSTMNT03_3222049,Dplus KIA,GAM Esports,blue,2023-10-27 07:12:51+08,1585,1,WLDs,2023
ESPORTSTMNT03_3223036,GAM Esports,Dplus KIA,red,2023-10-27 08:00:54+08,1553,2,WLDs,2023
ESPORTSTMNT03_3223037,KT Rolster,LNG Esports,red,2023-10-27 08:51:38+08,2130,1,WLDs,2023
ESPORTSTMNT03_3222000,KT Rolster,LNG Esports,blue,2023-10-27 09:46:51+08,1954,2,WLDs,2023
ESPORTSTMNT03_3224008,LNG Esports,KT Rolster,blue,2023-10-27 10:40:01+08,1460,3,WLDs,2023
ESPORTSTMNT03_3223190,NRG Kia,G2 Esports,blue,2023-10-28 07:11:53+08,1863,1,WLDs,2023
ESPORTSTMNT03_3224155,G2 Esports,NRG Kia,red,2023-10-28 08:04:52+08,1709,2,WLDs,2023
ESPORTSTMNT03_3223206,T1,Bilibili Gaming,blue,2023-10-28 08:57:01+08,1724,1,WLDs,2023
ESPORTSTMNT03_3224164,Bilibili Gaming,T1,red,2023-10-28 09:44:55+08,1861,2,WLDs,2023
ESPORTSTMNT03_3224254,KT Rolster,Dplus KIA,blue,2023-10-29 04:10:31+08,2064,1,WLDs,2023
ESPORTSTMNT03_3222348,Dplus KIA,KT Rolster,red,2023-10-29 05:04:33+08,2605,2,WLDs,2023
ESPORTSTMNT03_3224291,Fnatic,Weibo Gaming,blue,2023-10-29 06:13:06+08,1703,1,WLDs,2023
ESPORTSTMNT03_3224306,Weibo Gaming,Fnatic,blue,2023-10-29 07:06:37+08,1842,2,WLDs,2023
ESPORTSTMNT03_3224309,Fnatic,Weibo Gaming,red,2023-10-29 07:58:05+08,1418,3,WLDs,2023
ESPORTSTMNT03_3223353,G2 Esports,Bilibili Gaming,red,2023-10-29 08:46:38+08,2062,1,WLDs,2023
ESPORTSTMNT03_3223364,G2 Esports,Bilibili Gaming,blue,2023-10-29 09:43:53+08,2637,2,WLDs,2023
ESPORTSTMNT03_3224326,Bilibili Gaming,G2 Esports,blue,2023-10-29 10:47:49+08,1747,3,WLDs,2023
ESPORTSTMNT03_3222743,NRG Kia,Weibo Gaming,red,2023-11-02 08:13:28+08,2352,1,WLDs,2023
ESPORTSTMNT03_3224688,NRG Kia,Weibo Gaming,red,2023-11-02 09:12:07+08,2003,2,WLDs,2023
ESPORTSTMNT03_3222767,NRG Kia,Weibo Gaming,red,2023-11-02 10:05:45+08,1583,3,WLDs,2023
ESPORTSTMNT03_3225383,Gen.G,Bilibili Gaming,red,2023-11-03 08:12:32+08,1781,1,WLDs,2023
ESPORTSTMNT03_3225421,Bilibili Gaming,Gen.G,blue,2023-11-03 09:05:56+08,1680,2,WLDs,2023
ESPORTSTMNT03_3225426,Gen.G,Bilibili Gaming,blue,2023-11-03 09:53:00+08,2770,3,WLDs,2023
ESPORTSTMNT03_3222932,Bilibili Gaming,Gen.G,red,2023-11-03 10:59:02+08,2150,4,WLDs,2023
ESPORTSTMNT03_3222943,Bilibili Gaming,Gen.G,blue,2023-11-03 11:54:23+08,2022,5,WLDs,2023
ESPORTSTMNT03_3225556,JD Gaming,KT Rolster,red,2023-11-04 08:13:16+08,1779,1,WLDs,2023
ESPORTSTMNT03_3227010,JD Gaming,KT Rolster,blue,2023-11-04 09:02:07+08,1551,2,WLDs,2023
ESPORTSTMNT03_3225580,KT Rolster,JD Gaming,red,2023-11-04 09:47:52+08,1641,3,WLDs,2023
ESPORTSTMNT03_3226069,KT Rolster,JD Gaming,red,2023-11-04 10:34:13+08,2019,4,WLDs,2023
ESPORTSTMNT03_3225718,LNG Esports,T1,red,2023-11-05 08:12:27+08,1597,1,WLDs,2023
ESPORTSTMNT03_3227177,LNG Esports,T1,red,2023-11-05 08:58:21+08,1900,2,WLDs,2023
ESPORTSTMNT03_3226221,LNG Esports,T1,red,2023-11-05 09:49:56+08,1578,3,WLDs,2023
ESPORTSTMNT03_3226447,Weibo Gaming,Bilibili Gaming,blue,2023-11-11 08:16:53+08,1762,1,WLDs,2023
ESPORTSTMNT03_3227417,Bilibili Gaming,Weibo Gaming,blue,2023-11-11 09:06:53+08,2105,2,WLDs,2023
ESPORTSTMNT03_3225986,Weibo Gaming,Bilibili Gaming,blue,2023-11-11 10:01:44+08,1689,3,WLDs,2023
ESPORTSTMNT03_3227424,Bilibili Gaming,Weibo Gaming,blue,2023-11-11 10:49:56+08,1713,4,WLDs,2023
ESPORTSTMNT03_3226463,Weibo Gaming,Bilibili Gaming,blue,2023-11-11 11:37:21+08,2110,5,WLDs,2023
ESPORTSTMNT03_3228010,T1,JD Gaming,blue,2023-11-12 08:17:10+08,1491,1,WLDs,2023
ESPORTSTMNT03_3227454,JD Gaming,T1,blue,2023-11-12 09:01:07+08,2279,2,WLDs,2023
ESPORTSTMNT03_3227455,T1,JD Gaming,blue,2023-11-12 09:59:02+08,1843,3,WLDs,2023
ESPORTSTMNT03_3228025,JD Gaming,T1,red,2023-11-12 10:49:35+08,1885,4,WLDs,2023
ESPORTSTMNT03_3228396,Weibo Gaming,T1,red,2023-11-19 08:56:48+08,1831,1,WLDs,2023
ESPORTSTMNT03_3227846,Weibo Gaming,T1,red,2023-11-19 09:51:16+08,1797,2,WLDs,2023
ESPORTSTMNT03_3227847,Weibo Gaming,T1,red,2023-11-19 10:44:06+08,1547,3,WLDs,2023
